id,title,incipit,institution_siglum
438094,,Domine deus in adjutorium,A-SF
438107,,Domine refugium tu factus es,A-SF
438140,,Domine probasti me et,A-SF
438142,,Domine clamavi ad te et,A-SF
438154,,Domine exaudi orationem meam,A-SF
438173,,Domine si tu vis potes ,A-SF
438174,,Domine puer meus jacet,A-SF
438175,,Domine non sum dignus ut,A-SF
438178,,Domine salva nos perimus,A-SF
438204,,Domine audivi auditum tuum et,A-SF
438334,,Domine refugium*,A-SF
438360,,Domine refugium*,A-SF
438363,,Domine non secundum peccata,A-SF
438406,,Domine labia mea aperies et,A-SF
438412,,Domine refugium*,A-SF
438414,,Domine dimitte eam quia,A-SF
438543,,Domine si hic fuisses Lazarus,A-SF
438606,,Domine labia mea aperies et,A-SF
438680,,Domine vim patior responde,A-SF
438803,,Domine abstraxisti ab inferis,A-SF
439094,,Domine Jesu Christe verus,A-SF
439146,,Domine qui me creasti et,A-SF
439599,,Domine si in tempore hoc,A-SF
439752,,Domine qui custodis pactum et,A-SF
439755,,Domine si conversus fuerit,A-SF
439784,,Domine pater et deus vitae,A-SF
439787,,Domine pater et deus vitae,A-SF
439864,,Domine deus qui conteris,A-SF
439869,,Domine rex omnipotens in,A-SF
439878,,Domine rex omnipotens in,A-SF
439953,,Domine factum est ut,A-SF
440014,,Domine descende ut sanes,A-SF
440079,,Domine ostende nobis patrem,A-SF
440220,,Domine si tu es jube me,A-SF
440316,,Domine si tu es jube me,A-SF
440514,,Domine mi rex da mihi in,A-SF
440686,,Domine Jesu Christe ne,A-SF
440726,,Domine qui operati sunt,A-SF
440734,,Domine spes sanctorum et,A-SF
440755,,Domine deus noster cujus,A-SF
440766,,Domine si adhuc populo tuo,A-SF
440779,,Domine si adhuc populo tuo,A-SF
440793,,Domine si adhuc populo tuo,A-SF
440831,,Domine Jesu Christe seminator,A-SF
440839,,Domine Jesu Christe pastor,A-SF
441046,,Domine quinque talenta,A-SF
441053,,Domine dominus noster quam,A-SF
441061,,Domine iste sanctus habitabit,A-SF
441144,,Domine si conversus*,A-SF
441148,,Domine dilexi*,A-SF
441165,,Domine dilexi*,A-SF
441166,,Domine dilexi decorem domus,A-SF
504252,,Domine audivi auditum tuum et,A-VOR
504346,,Domine libera animam meam a,A-VOR
504400,,Domine suscipe me ut cum,A-VOR
504443,,Domine audivi auditum tuum et,A-VOR
504502,,Domine audivi auditum tuum et,A-VOR
504702,,Domine si tu vis potes ,A-VOR
504703,,Domine puer meus jacet,A-VOR
504704,,Domine non sum dignus ut,A-VOR
504708,,Domine salva nos perimus,A-VOR
504709,,Domine salva nos perimus,A-VOR
504724,,Domine deus meus in te,A-VOR
504727,,Domine ne in ira tua ,A-VOR
504745,,Domine in virtute tua,A-VOR
504752,,Domine dilexi decorem domus,A-VOR
504754,,Domine deus Israel exaudi,A-VOR
504792,,Domine in caelo*,A-VOR
504839,,Domine ne in ira tua ,A-VOR
504877,,Domine deus in adjutorium,A-VOR
504891,,Domine refugium tu factus es,A-VOR
504918,,Domine audivi auditum tuum et,A-VOR
504922,,Domine probasti me et,A-VOR
504924,,Domine clamavi ad te et,A-VOR
504933,,Domine exaudi orationem*,A-VOR
504936,,Domine exaudi orationem meam,A-VOR
505285,,Domine audivi auditum tuum et,A-VOR
505428,,Domine refugium*,A-VOR
505479,,Domine non habeo hominem ut,A-VOR
505484,,Domine bonum est nos hic ,A-VOR
505522,,Domine labia mea aperies et,A-VOR
505558,,Domine deus salutis meae in,A-VOR
505597,,Domine refugium*,A-VOR
505627,,Domine ut video propheta es,A-VOR
505705,,Domine si hic fuisses Lazarus,A-VOR
505748,,Domine labia mea aperies et,A-VOR
505887,,Domine miserere Christus,A-VOR
505890,,Domine miserere*,A-VOR
505893,,Domine miserere*,A-VOR
506396,,Domine ostende nobis patrem,A-VOR
506401,,Domine ostende nobis patrem,A-VOR
506410,,Domine ostende nobis patrem*,A-VOR
506562,,Domine si in tempore hoc,A-VOR
506616,,Domine si in tempore hoc*,A-VOR
506639,,Domine si in tempore*,A-VOR
507019,,Domine si tu es jube ,A-VOR
508056,,Domine qui operati sunt,A-VOR
508064,,Domine spes sanctorum et,A-VOR
508093,,Domine deus noster cujus*,A-VOR
508116,,Domine dominus noster quam,A-VOR
508117,,Domine quis habitabit in tuo,A-VOR
508151,,Domine deus noster cujus,A-VOR
508166,,Domine si adhuc populo tuo,A-VOR
508167,,Domine si adhuc in eodem,A-VOR
508169,,Domine si adhuc populo tuo,A-VOR
508191,,Domine si adhuc populo tuo,A-VOR
508298,,Domine Jesu Christe seminator,A-VOR
508306,,Domine Jesu Christe pastor,A-VOR
508891,,Domine quinque talenta,A-VOR
508898,,Domine dominus noster quam,A-VOR
508906,,Domine iste sanctus habitabit,A-VOR
508944,,Domine iste est sanctus*,A-VOR
509031,,Domine dilexi*,A-VOR
509072,,Domine dilexi decorem domus,A-VOR
509104,,Domine dilexi*,A-VOR
509172,,Domine qui custodis pactum et,A-VOR
509173,,Domine si conversus fuerit,A-VOR
509224,,Domine pater et deus vitae,A-VOR
509225,,Domine pater et deus vitae,A-VOR
509319,,Domine rex omnipotens in,A-VOR
509320,,Domine rex omnipotens in,A-VOR
509325,,Domine deus caeli et terrae,A-VOR
509346,,Domine deus qui conteris,A-VOR
509421,,Domine ne in ira*,A-VOR
509448,,Domine factum est quod,A-VOR
509519,,Domine descende ut sanes,A-VOR
509527,,Domine filia mea modo,A-VOR
510111,,Domine libera animam meam a,A-VOR
510391,,Domine si in tempore hoc,A-Wda
510483,,Domine ostende nobis patrem,A-Wda
510662,,Domine qui custodis pactum et,A-Wda
510663,,Domine si conversus fuerit,A-Wda
510697,,Domine pater et deus vitae,A-Wda
510698,,Domine pater et deus vitae,A-Wda
510802,,Domine deus qui conteris,A-Wda
510809,,Domine rex omnipotens in,A-Wda
510814,,Domine deus caeli et terrae,A-Wda
510817,,Domine rex omnipotens in,A-Wda
510897,,Domine factum est ut,A-Wda
510963,,Domine descende ut sanes,A-Wda
510971,,Domine filia mea modo,A-Wda
511048,,Domine si tu es jube ,A-Wda
511487,,Domine si adhuc populo tuo,A-Wda
511488,,Domine si adhuc in eodem,A-Wda
511527,,Domine Jesu Christe seminator,A-Wda
511534,,Domine Jesu Christe pastor,A-Wda
511655,,Domine mi rex da mihi ,A-Wda
511765,,Domine qui operati sunt,A-Wda
511774,,Domine spes sanctorum et,A-Wda
511792,,Domine si adhuc populo tuo,A-Wda
511812,,Domine si adhuc*,A-Wda
511969,,Domine quinque talenta,A-Wda
511977,,Domine dominus noster quam,A-Wda
511986,,Domine iste sanctus habitabit,A-Wda
512086,,Domine dilexi decorem domus,A-Wda
512414,,Domine magnalia miranda,A-Wda
512422,,Domine quis habitat regiam,A-Wda
512423,,Domine nunc muneris aeterna,A-Wda
512595,,Domine deus virtutum converte,A-Wda
512728,,Domine audivi auditum tuum et,A-Wda
512756,,Domine audivi auditum tuum et,A-Wda
512758,,Domine audivi auditum tuum et,A-Wda
512961,,Domine audivi auditum tuum et,A-Wda
513000,,Domine virtus et laetitia,A-Wda
513032,,Domine suscipe me ut cum,A-Wda
513158,,Domine ne in ira tua ,A-Wda
513173,,Domine dilexi decorem domus,A-Wda
513176,,Domine deus Israel exaudi,A-Wda
513193,,Domine ne in ira tua ,A-Wda
513214,,Domine exaudi orationem meam,A-Wda
513219,,Domine si tu vis potes ,A-Wda
513220,,Domine puer meus jacet,A-Wda
513221,,Domine non sum dignus ut,A-Wda
513224,,Domine salva nos perimus,A-Wda
513305,,Domine non secundum peccata,A-Wda
513342,,Domine refugium tu factus es,A-Wda
513371,,Domine labia mea aperies et,A-Wda
513511,,Domine labia mea aperies et,A-Wda
513566,,Domine vim patior responde,A-Wda
513620,,Domine miserere,A-Wda
513624,,Domine miserere,A-Wda
513628,,Domine miserere,A-Wda
513679,,Domine abstraxisti ab inferis,A-Wda
514286,,Domine quinque talenta,A-Wda
514294,,Domine dominus noster quam,A-Wda
514302,,Domine iste sanctus habitabit,A-Wda
533917,,Domine deus salutis meae in,A-Wda
534033,,Domine audivi auditum tuum et,A-Wda
534246,,Domine si tu*,A-Wda
534247,,Domine puer*,A-Wda
534248,,Domine non sum dignus*,A-Wda
534250,,Domine salva nos*,A-Wda
534355,,Domine si hic fuisses*,A-Wda
534427,,Domine miserere,A-Wda
534431,,Domine*,A-Wda
534435,,Domine miserere,A-Wda
534493,,Domine abstraxisti ab inferis,A-Wda
534692,,Domine si in tempore hoc,A-Wda
534895,,Domine deus caeli et terrae,A-Wda
534896,,Domine rex omnipotens in,A-Wda
534917,,Domine factum est ut,A-Wda
534983,,Domine descende ut sanes,A-Wda
534991,,Domine filia mea modo,A-Wda
535024,,Domine dilexi decorem domus,A-Wda
535102,,Domine probasti me et,A-Wda
535104,,Domine clamavi ad te exaudi,A-Wda
535131,,Domine si hic fuisses Lazarus,A-Wda
535546,,Domine ostende nobis patrem,A-Wda
535757,,Domine si tu es jube ,A-Wda
535830,,Domine deus noster*,A-Wda
536105,,Domine mi rex da mihi ,A-Wda
536326,,Domine qui operati sunt,A-Wda
536334,,Domine spes sanctorum et,A-Wda
536380,,Domine deus noster cujus,A-Wda
536388,,Domine si adhuc populo tuo,A-Wda
536553,,Domine si tu vis potes ,A-Wda
536554,,Domine puer meus jacet,A-Wda
536555,,Domine non sum dignus ut,A-Wda
536556,,Domine salva nos perimus,A-Wda
536677,,Domine libera animam meam a,A-Wda
536834,,Domine deus virtutum*,A-Wda
543184,,Domine in virtute*,A-Wn
543227,,Domine deus virtutum converte nos,A-Wn
543245,,Domine deus virtutum*,A-Wn
543263,,Domine in virtute*,A-Wn
543421,,Domine deus virtutum converte nos,A-Wn
543506,,Domine audivi auditum tuum et ,A-Wn
543750,,Domine puer meus jacet paralyticus ,A-Wn
543753,,Domine nonne bonum semen seminasti,A-Wn
543758,,Domine in virtute tua laetabitur ,A-Wn
543762,,Domine ne in ira tua,A-Wn
543781,,Domine dilexi decorem domus tuae,A-Wn
543787,,Domine deus Israel exaudi preces,A-Wn
543830,,Domine in caelo misericordia tua,A-Wn
543872,,Domine deus meus in te ,A-Wn
543909,,Domine libera animam meam,A-Wn
543930,,Domine deus virtutum convertere respice,A-Wn
543939,,Domine refugium tu factus es,A-Wn
543947,,Domine probasti me et cognovisti,A-Wn
543949,,Domine clamavi ad te exaudi,A-Wn
543989,,Domine exaudi orationem meam et,A-Wn
543993,,Domine exaudi orationem meam,A-Wn
544083,,Domine puer meus jacet paralyticus ,A-Wn
544084,,Domine non sum dignus ut,A-Wn
544104,,Domine in virtute*,A-Wn
544130,,Domine deus propitius esto populo,A-Wn
544157,,Domine non habeo hominem ut,A-Wn
544187,,Domine labia mea aperies et,A-Wn
544307,,Domine si hic fuisses Lazarus,A-Wn
544479,,Domine tu mihi lavas pedes ,A-Wn
544480,,Domine non tantum pedes meos,A-Wn
544944,,Domine qui custodis pactum et,A-Wn
544945,,Domine si conversus fuerit populus ,A-Wn
544979,,Domine pater et deus vitae,A-Wn
544980,,Domine pater et deus vitae,A-Wn
545048,,Domine rex omnipotens in ditione,A-Wn
545051,,Domine rex universae potestatis converte,A-Wn
545172,,Domine iste*,A-Wn
545572,,Domine non aspicias peccata mea,A-Wn
545874,,Domine si tu es jube,A-Wn
546208,,Domine mi rex da mihi ,A-Wn
546220,,Domine mi rex da mihi,A-Wn
546456,,Domine qui operati sunt justitiam,A-Wn
546470,,Domine spes sanctorum et turris,A-Wn
546472,,Domine deus virtutum beati omnes,A-Wn
546550,,Domine si adhuc populo tuo,A-Wn
546570,,Domine si adhuc populo tuo,A-Wn
546607,,Domine Jesu Christe seminator casti,A-Wn
546622,,Domine Jesu Christe pastor bone,A-Wn
546646,,Domine Jesu*,A-Wn
546660,,Domine iste*,A-Wn
546671,,Domine praevenisti*,A-Wn
546912,,Domine dominus noster quam admirabile,A-Wn
546924,,Domine iste sanctus habitabit in,A-Wn
546946,,Domine praevenisti eum in benedictionibus ,A-Wn
547053,,Domine quinque talenta tradidisti mihi ,A-Wn
547061,,Domine iste sanctus*,A-Wn
547114,,Domine iste*,A-Wn
547263,,Domine qui custodis pactum et,A-Wn
547264,,Domine si conversus fuerit populus,A-Wn
547649,,Domine quinque talenta tradidisti mihi ,A-Wn
548648,,Domine deus virtutum*,A-Wn
548879,,Domine deus virtutum converte nos,A-Wn
549026,,Domine audivi auditum tuum et ,A-Wn
549036,,Domine audivi auditum tuum et,A-Wn
549084,,Domine audivi auditum tuum et ,A-Wn
549555,,Domine quinque talenta*,A-Wn
549591,,Domine si tu vis potes ,A-Wn
549592,,Domine puer meus jacet paralyticus ,A-Wn
549593,,Domine non sum dignus ut,A-Wn
549596,,Domine salva nos perimus impera ,A-Wn
549597,,Domine salva nos perimus impera,A-Wn
549601,,Domine in virtute tua laetabitur,A-Wn
549605,,Domine ne in ira tua,A-Wn
549628,,Domine dilexi decorem domus tuae ,A-Wn
549672,,Domine in caelo misericordia tua,A-Wn
549675,,Domine in caelo misericordia tua,A-Wn
549716,,Domine deus meus in te,A-Wn
549737,,Domine deus in adjutorium meum ,A-Wn
549761,,Domine deus propitius esto populo ,A-Wn
549764,,Domine deus virtutum convertere respice ,A-Wn
549772,,Domine refugium tu factus es,A-Wn
549775,,Domine refugium factus es nobis,A-Wn
549780,,Domine probasti me et cognovisti,A-Wn
549782,,Domine clamavi ad te exaudi ,A-Wn
549815,,Domine exaudi orationem meam*,A-Wn
549816,,Domine exaudi orationem meam et,A-Wn
549845,,Domine quinque talenta*,A-Wn
550202,,Domine iste sanctus*,A-Wn
550442,,Domine audivi auditum tuum et,A-Wn
550614,,Domine non habeo hominem ut,A-Wn
550618,,Domine bonum est nos hic,A-Wn
550649,,Domine labia mea aperies et,A-Wn
550657,,Domine dimitte eam quia clamat,A-Wn
550735,,Domine ut video propheta es,A-Wn
550803,,Domine si hic fuisses Lazarus,A-Wn
550832,,Domine labia mea aperies et,A-Wn
550947,,Domine vim patior responde pro,A-Wn
551008,,Domine miserere nobis,A-Wn
551026,,Domine tu mihi lavas pedes,A-Wn
551027,,Domine non tantum pedes sed ,A-Wn
551117,,Domine abstraxisti ab inferis animam,A-Wn
551506,,Domine si in tempore hoc,A-Wn
551672,,Domine rex aeterne*,A-Wn
551708,,Domine rex aeterne qui es,A-Wn
551750,,Domine ostende nobis patrem et,A-Wn
551758,,Domine ostende nobis patrem et,A-Wn
552054,,Domine exaudi orationem meam,A-Wn
552222,,Domine si tu es jube,A-Wn
552418,,Domine iste sanctus*,A-Wn
552429,,Domine quinque*,A-Wn
552569,,Domine si tu es*,A-Wn
552788,,Domine quinque talenta*,A-Wn
552905,,Domine mi rex da mihi,A-Wn
552925,,Domine quinque talenta*,A-Wn
553148,,Domine quinque*,A-Wn
553228,,Domine Jesu Christe ne despicias,A-Wn
553314,,Domine qui operati sunt justitiam,A-Wn
553324,,Domine spes sanctorum et turris,A-Wn
553326,,Domine deus virtutum beati omnes,A-Wn
553393,,Domine si adhuc populo tuo,A-Wn
553394,,Domine si adhuc populo tuo,A-Wn
553395,,Domine si adhuc in eodem,A-Wn
553423,,Domine si adhuc populo tuo,A-Wn
553430,,Domine deus noster cujus gratia,A-Wn
553467,,Domine Jesu Christe seminator casti,A-Wn
553477,,Domine Jesu Christe pastor bone,A-Wn
553582,,Domine Jesu Christe magister bone,A-Wn
553801,,Domine libera animam*,A-Wn
553821,,Domine dominus noster quam admirabile,A-Wn
553824,,Domine quinque talenta tradidisti mihi ,A-Wn
553830,,Domine iste sanctus habitabit in,A-Wn
553888,,Domine iste sanctus*,A-Wn
553899,,Domine quinque talenta tradidisti mihi,A-Wn
554002,,Domine dilexi*,A-Wn
554073,,Domine qui custodis pactum et,A-Wn
554074,,Domine si conversus fuerit populus,A-Wn
554114,,Domine pater et deus vitae,A-Wn
554115,,Domine pater et deus vitae,A-Wn
571583,,Domine deus virtutum converte,A-Wn
571806,,Domine deus virtutum converte nos,A-Wn
571921,,Domine audivi auditum tuum et,A-Wn
572004,,Domine virtus et laetitia rectorum,A-Wn
572057,,Domine suscipe me ut cum,A-Wn
572152,,Domine audivi auditum tuum et,A-Wn
572361,,Domine ne in ira tua ,A-Wn
572381,,Domine in virtute tua laetabitur,A-Wn
572386,,Domine dilexi decorem domus tuae,A-Wn
572434,,Domine in caelo misericordia tua,A-Wn
572480,,Domine ne in ira tua,A-Wn
572530,,Domine deus in adjutorium meum,A-Wn
572546,,Domine refugium factus es nobis,A-Wn
572580,,Domine audivi auditionem tuam et,A-Wn
572584,,Domine probasti me et cognovisti,A-Wn
572586,,Domine clamavi ad te exaudi,A-Wn
572597,,Domine exaudi orationem*,A-Wn
572600,,Domine exaudi orationem meam et ,A-Wn
572620,,Domine puer meus jacet paralyticus ,A-Wn
572622,,Domine salva nos perimus impera ,A-Wn
572657,,Domine refugium tu factus es,A-Wn
572664,,Domine refugium*,A-Wn
572738,,Domine refugium tu factus es,A-Wn
572745,,Domine refugium*,A-Wn
572888,,Domine labia mea aperies et ,A-Wn
572989,,Domine ut video propheta es ,A-Wn
573045,,Domine si hic fuisses Lazarus ,A-Wn
573215,,Domine vim patior responde pro,A-Wn
573286,,Domine miserere*,A-Wn
573290,,Domine*,A-Wn
573294,,Domine [miserere]*,A-Wn
573379,,Domine abstraxisti ab inferis animam,A-Wn
573692,,Domine qui me creasti et,A-Wn
573726,,Domine si tu es jube,A-Wn
573741,,Domine tu omnia nosti tu,A-Wn
574056,,Domine quinque talenta tradidisti mihi,A-Wn
574064,,Domine dominus noster quam admirabile,A-Wn
574071,,Domine iste sanctus habitabit in,A-Wn
574123,,Domine iste*,A-Wn
574274,,Domine quando veneris judicare terram,A-Wn
701389,,Domine si tu es jube,A-Wn
559051,,Domine deus virtutum converte nos,AUS-Msl
559245,,Domine audivi auditum tuum et ,AUS-Msl
559486,,Domine virtus et laetitia rectorum ,AUS-Msl
559512,,Domine suscipe me ut cum,AUS-Msl
559722,,Domine qui me creasti et,AUS-Msl
588886,,Domine quando veneris judicare terram,AUS-Msl
588896,,Domine secundum actum meum noli,AUS-Msl
588970,,Domine jam satis est quod,AUS-Msl
588975,,Domine si adhuc populo tuo,AUS-Msl
588992,,Domine si adhuc populo tuo,AUS-Msl
669706,,Domine audivi auditum tuum et,AUS-Sfl
670567,,Domine si tu vis potes,AUS-Sfl
670568,,Domine salva nos perimus impera,AUS-Sfl
670673,,Domine non sum dignus ut,AUS-Sfl
670710,,Domine bonum est nos hic,AUS-Sfl
670726,,Domine ut video propheta es,AUS-Sfl
670755,,Domine si fuisses hic Lazarus,AUS-Sfl
671788,,Domine abstraxisti ab inferis animam,AUS-Sfl
677731,,Domine audivi auditum tuum et,AUS-Sfl
707323,,Domine pater et deus vitae,B-AVna
707328,,Domine pater et deus vitae,B-AVna
707370,,Domine rex omnipotens in ditione,B-AVna
707382,,Domine deus qui conteris bella,B-AVna
707427,,Domine rex omnipotens in ditione,B-AVna
707611,,Domine ostende nobis patrem et,B-AVna
707615,,Domine ostende nobis patrem et,B-AVna
707730,,Domine si adhuc populo tuo ,B-AVna
707731,,Domine si adhuc pro castris ,B-AVna
707747,,Domine si adhuc populo tuo,B-AVna
707807,,Domine Jesu Christe seminator casti,B-AVna
707815,,Domine Jesu Christe pastor bone ,B-AVna
708179,,Domine si tu es jube,B-AVna
708457,,Domine mi rex da mihi,B-AVna
708658,,Domine virtus et laetitia rectorum,B-AVna
708707,,Domine quinque talenta tradidisti mihi,B-AVna
708739,,Domine dominus noster quam admirabile,B-AVna
708748,,Domine iste sanctus habitabit in ,B-AVna
708825,,Domine qui custodis pactum et ,B-AVna
708828,,Domine si conversus fuerit populus,B-AVna
708890,,Domine iste sanctus*,B-AVna
709225,,Domine si in tempore hoc ,B-AVna
710044,,Domine jam satis est quod ,B-AVna
703227,,Domine si in tempore hoc ,B-Gu
704160,,Domine si tu es jube,B-Gu
704176,,Domine tu omnia nosti tu,B-Gu
704882,,Domine rex omnipotens in dicione,B-Gu
704896,,Domine deus qui conteris bella,B-Gu
704902,,Domine rex omnipotens in dicione,B-Gu
705027,,Domine si adhuc populo tuo,B-Gu
705028,,Domine si adhuc pro castris,B-Gu
705048,,Domine si adhuc populo tuo,B-Gu
705091,,Domine ostende nobis patrem et,B-Gu
705096,,Domine ostende nobis patrem et,B-Gu
705389,,Domine exaudi*,B-Gu
705524,,Domine virtus et laetitia rectorum,B-Gu
705819,,Domine pater et deus vitae ,B-Gu
705821,,Domine pater et deus vitae ,B-Gu
705890,,Domine Jesu Christe seminator casti,B-Gu
705898,,Domine Jesu Christe pastor bone ,B-Gu
706021,,Domine mi rex da mihi ,B-Gu
706275,,Domine qui custodis pactum et ,B-Gu
706276,,Domine si conversus fuerit populus,B-Gu
537002,,Domine deus virtutum*,B-TOb
537038,,Domine deus virtutum converte nos ,B-TOb
537277,,Domine deus virtutum converte nos,B-TOb
537453,,Domine virtus et laetitia rectorum,B-TOb
537474,,Domine libera animam meam a,B-TOb
537530,,Domine suscipe me ut cum,B-TOb
537629,,Domine audivi auditum tuum et ,B-TOb
537678,,Domine audivi auditum tuum et,B-TOb
537835,,Domine ne in ira tua ,B-TOb
537854,,Domine in virtute tua laetabitur,B-TOb
537860,,Domine dilexi decorem domus tuae,B-TOb
537910,,Domine in caelo misericordia tua*,B-TOb
538012,,Domine deus in adjutorium meum,B-TOb
538028,,Domine refugium factus es nobis,B-TOb
538062,,Domine audivi auditum tuum et,B-TOb
538068,,Domine probasti me et cognovisti,B-TOb
538070,,Domine clamavi ad te exaudi,B-TOb
538082,,Domine exaudi orationem meam*,B-TOb
