id,name,description,feast_code,month,day
2778,Transl. Bartholomaei,Moving of Bartholomew's relics to Lipari,14021320,2,13
2416,Transl. Benedicti,Moving of Benedict's relics,14071100,7,11
2074,"Transl. Benedicti,8",In week after Benedict's Translation,14071108,,
4408,Transl. Candidi,"Moving of Candidus's relics (Martyr, at Innichen)",14082420,8,24
4409,Transl. Clarae,The moving of Clare's relics,14100340,10,3
2575,Transl. Cuthberti,Moving of Cuthbert's relics,14090410,9,4
2099,Transl. Dominici,Moving of Dominic's relics,14052400,5,24
4410,Transl. Edithae,Moving of relics of Edith of Wilton,14110350,11,3
2576,Transl. Egwini,Moving of Egwin's relics,14090810,9,8
2350,Transl. Eligii,Moving of Eligius's relics,14062500,6,25
4411,Transl. Eustachii,"Moving of relics of Eustachius (Eustasius, Eustace), Martyr",14110340,11,3
4412,Transl. Francisci,The moving of Francis's relics,14052530,5,25
2205,Transl. Gerardi,Moving of Gerard Sagredo's relics,14022410,2,24
2417,Transl. Gudulae,Moving of Gudula's relics,14070620,7,6
2511,Transl. Hadulfi,Moving of Hadulf's relics,14083100,8,31
2175,Transl. Hugonis,Moving of Hugo's relics,14011910,1,19
2086,Transl. Jacobi,Translation of James the Apostle,14123020,12,30
2649,Transl. Januarii,Moving of Januarius of Benevento's relics,14102310,10,23
2418,Transl. Justae,Moving of Justa's relics,14070910,7,9
2512,Transl. Justinae,Moving of Justina's relics,14081710,8,17
2419,Transl. Karoli Magni,Moving of Charlemagne's relics,14072720,7,27
2253,Transl. Lamberti,Moving of Lambert's relics,14042820,4,28
2351,Transl. Lebuini,Moving of Liafwin's relics,14062510,6,25
2650,Transl. Ludgeri,Moving of Ludger's relics,14100320,10,3
4413,Transl. Ludmilae,Moving of Ludmila's relics,14111020,11,10
2420,Transl. Martini,Moving of Martin's relics,14070400,7,4
2298,Transl. Mauritii,Moving of Maurice's relics,14051230,5,12
2299,Transl. Nicolai,Moving of Nicholas's relics,14050900,5,9
2651,Transl. Oswaldi,Moving of Oswald's relics,14100830,10,8
2075,"Transl. Oswaldi,8",In week after Oswald's Translation,14100838,,
2763,Transl. Patrocli,Moving of Patroclus' relics (Muenster),14120901,12,9
2254,Transl. Petri Alcan.,Moving of Peter of Alcantara's Relics,14042810,4,28
2421,Transl. Servatii,Moving of Servatius's relics,14070720,7,7
2076,Transl. Simperti,Moving of Simpert's relics,17003000,,
2581,Transl. Stanislai,Moving of Stanislaus's relics (Bishop of Krakow),14092710,9,27
2300,Transl. Stephani,Moving of Stephen's rellics,14050700,5,7
2301,Transl. Syri,Moving of Syrus's relics,14051700,5,17
2422,Transl. Thomae,Moving of Thomas's relics,14070300,7,3
2423,Transl. Thomae Cant.,Moving of Thomas Becket's Relics,14070710,7,7
2424,Transl. Trium Regum,Moving of relics of the Three Kings (the Magi) to Cologne in the 12th Century,14072330,7,23
2302,Transl. Udalrici,Moving of Ulric's relics,14051410,5,14
4414,Transl. Valentini Epi.,Translation of Valentinus's relics,14080420,8,4
2652,Transl. Vedasti,Moving of Vaast's relics,14100500,10,5
2077,"Transl. Vedasti,8",In week after Vaast's Translation,14100508,,
2303,Transl. Walburgae,Moving of Walburga's relics,14050150,5,1
2087,Transl. Wenceslai,Moving of Wenceslas's relics,14030400,3,4
2653,Transl. Wolfgangi,Moving of Wolfgang's relics,14100720,10,7
2352,Transl. Wulstani,Moving of Wulfstan's relics,14060700,6,7
4441,Translatio Wigberti,Moving of Wigbert's relics,14051520,5,15
2304,Tres Mariae,"Mary, Mary Cleophae, Mary Salome",14052520,5,25
4580,Triumphi Sanctae Crucis apud Navas Tolosae,Triumph of the Holy Cross in Las Navas de Tolosa (Battle of Las Navas de Tolosa or Battle of Al-Uqab),14071730,7,17
2764,Trophimi,"Trophimus, Bishop of Arles",14122910,12,29
2713,Trudonis,Trudo (Trond),14112320,11,23
4491,Turiani,"Turianus, Bishop and Confessor",14071320,7,13
2425,Udalrici,"Ulric (Udalricus), Bishop of Augsburg",14070420,7,4
2078,"Udalrici,8",In week after Ulric,14070428,,
2714,Ulgani,"Vulgan, Hermit",14110110,11,1
4415,Unius in tribulatione,Chants for one in tribulation,16026010,,
2305,Urbani,"Urban I, Pope and Martyr",14052510,5,25
2654,Ursulae,"Ursula, Virgin Martyr",14102110,10,21
2206,Valentini,"S. Valentine, Martyr",14021400,2,14
2176,"Valentini, Epi.","Valentine, Bishop",14010700,1,7
4581,"Valentini, Hylarii","Valentine (priest) and Hilary (deacon), at Viterbo",14110360,11,3
2765,Valeriae,"Valeria of Limoges, Virgin Martyr",14121200,12,12
2207,Valerici,"Valericus, Hermit",14020120,2,1
2177,Valerii,"Valerius, Bishop of Saragossa",14012900,1,29
2208,Vedasti,"Vaast (Vedast), Bishop of Arras",14020600,2,6
2079,"Vedasti,8",In week after Vaast,14020608,,
2655,Venantii,"Venantius, Hermit",14101100,10,11
2577,Verenae,"Verena, Virgin",14090130,9,1
2225,"Vibiae Perpetuae, Felicitatis","Perpetua (Vibia Perpetua) and Felicity,  Martyrs at Carthage",14030710,3,7
2353,Victoria Pauli,"Victory of Paul, at Muenster",14062720,6,27
2766,"Victoriae, Anatoliae","Victoria and Anatolia, Virgin Martyrs",14122300,12,23
2354,Victorini Assisiensis,"Victorinus, Bishop of Assisi and Martyr",14061210,6,12
3042,"Victorini, Floriani",Moving of relics of Victorinus and Florianus to Muenster Cathedral (2 Nov 1164),14110210,11,2
2711,"Victorini, Floriani, transl.",Moving of relics of Victorinus and Florianus to Muenster Cathedral (2 Nov 1164),14110210,11,2
2578,"Victorini, Mart.","Victorinus, Martyr; exiled with Nereus and Achilleus, killed under Domitian",14090500,9,5
2767,Victoris,"Victor, Bishop of Piacenza",14120700,12,7
4582,Victoris Bracharensis,"Victor, Martyr at Braga",14041210,4,12
2306,Victoris Mauri,"Victor Maurus, Martyr",14050810,5,8
2426,Victoris et Soc.,"Victor of Marseilles et al., Martyrs",14072110,7,21
2513,Vig. Assump. Mariae,Eve of Assumption of Mary,14081410,8,14
2355,Vig. Joannis Bapt.,Eve of John the Baptist,14062300,6,23
2433,Vig. Kiliani et Soc.,"Vigil of Kilian and Companions, Martyrs",14070730,7,7
2656,Vig. Om. Sanctorum,Eve of All Saints' Day,14103120,10,31
2427,Vig. Relatio Vedasti,Eve of Return of Vaast's relics,14071410,7,14
4418,Vig. Stephani Reg.,"Eve of Stephen I, King and Apostle of Hungary",14081920,8,19
2785,Vigil. Dionysii,,,,
2715,Vigilia Andreae,Eve of Andrew,14112920,11,29
4419,Vigilia Bartholomaei,Eve of Bartholomew,14082320,8,23
4510,Vigilia Epiphaniae,Eve of Epiphany,02010500,1,5
2178,Vigilia Epiphaniae,Eve of Epiphany,05010500,1,5
4421,Vigilia Jacobi,"Eve of James the Greater, Apostle",14072410,7,24
2514,Vigilia Laurentii,Eve of Laurence,14080910,8,9
3043,Vigilia Martini,"Eve of Martin, Bishop of Tours",14111030,11,10
3044,Vigilia Matthaei,"Eve of Matthew, Apostle and Evangelist",14092020,,
4422,Vigilia Matthiae,"Eve of Matthias, Apostle",14022310,2,23
2768,Vigilia Nat. Domini,Christmas Eve,02122400,12,24
2579,Vigilia Nat. Mariae,Eve of Birthday of Mary,14090710,9,7
2716,Vigilia Othmari,"Vigil of Othmar (Audemar), Abbot",14111540,11,15
2080,Vigilia Pentecostes,Eve of Pentecost,08077000,,
2356,Vigilia Petri,Eve of Peter,14062820,6,28
2357,"Vigilia Petri, Pauli",Eve of Peter and Paul,14062810,6,28
4424,"Vigilia Philippi, Jacobi",Eve of Philip and James,14043030,4,30
3045,"Vigilia Simonis, Judae",,14102700,10,27
4425,Vigilia Thomae Apost.,Eve of Thomas the Apostle,14122000,12,20
4426,Vigilii,"Vigilius, Martyr, Bishop of Trent",14062620,6,26
2717,Vigoris,"Vigor, Bishop of Bayeux",14110120,11,1
2179,Vincentii,"Vincent of Saragossa, Martyr",14012200,1,22
4583,"Vincentii, Orontii, Victoris","Vincentius, Orontius (brothers), and Victor, Martyrs, killed near Gerona",14012230,1,22
4584,"Vincentii, transl.",Moving of Vincent of Saragossa's relics to Lisbon,14091560,9,15
4585,"Vincentii, transl. in Brachara",Moving of Vincent of Saragossa's relics to Braga,14050450,5,4
2081,"Vincentii,8",In week after Vincent,14012208,,
2515,Vincula Petri,Peter in Chains,14080100,8,1
2082,"Vincula Petri,8",In week after Peter in Chains,14080108,,
2227,Vindiciani,"Vindician, Bishop of Cambrai",14031100,3,11
2718,Vinoci,"Winnoc (Vinocus), Abbot",14110600,11,6
2428,Visitatio Mariae,Visitation of Mary,14070200,7,2
2083,"Visitatio Mariae,8",In week after Visitation of Mary,14070208,,
3049,Vitalis Agricolae Mart.,,,11,4
2255,"Vitalis, Valeriae","Vitalis and Valeria, Martyrs",14042800,4,28
4430,Viti et sociorum,"Vitus, Modestus and Crescentia, Martyrs",14061500,6,15
2084,"Viti,8",In week after Vitus,14061508,,
2719,Vitoni,"Vitonus (Vanne), Bishop of Verdun",14110920,11,9
2429,Vulmari,"Vulmar, Abbot",14072000,7,20
2209,Walburgae,"Walburga, Virgin Abbess",14022500,2,25
2256,Waldetrudis,"Waldetrudis (Waudru), Widow",14040900,4,9
2430,Wandregisili,"Wandregisilus, Abbot of Fontenelle",14072220,7,22
2720,Wenaili,"Guenael, Abbot of Landevennec",14110320,11,3
2580,Wenceslai,"Wenceslaus of Bohemia, Martyr",14092800,9,28
4434,"Wenceslai,8",In week after Wenceslas,14092808,,
2310,Wiboradae,"Wiborada, Virgin Martyr",14050220,5,2
2795,Wigberti,"Wigbert, Confessor, Abbot of Fritzlar",14081320,8,13
2657,Wilfridi,"Wilfrid, Archbishop of York",14101230,10,12
4435,Willehadi,"Willehad, Bishop of Bremen",14110820,11,8
2180,Willelmi,"William, Archbishop of Bourges",14011000,1,10
2431,Willibaldi,"Willibald, Bishop",14070700,7,7
2721,Willibrordi,"Willibrord, Bishop of Utrecht",14110700,11,7
2307,Wironi,"Wiro, ""Apostle"" of southern Netherlands",14050840,5,8
2658,Wolfgangi,"Wolfgangus, Bishop of Regensburg",14103130,10,31
2181,Wulsini,"Wulsin, Bishop of Sherborne",14010800,1,8
2182,Wulstani,"Wulfstan, Bishop of Worcester",14011920,1,19
2085,"Wulstani,8",In week after Wulfstan,14011928,,
4216,Wunnibaldi,,14121820,12,18
2659,XI milium Virginum,"11,000 Virgin Martyrs of Cologne",14102100,10,21
2308,Zenobii,"Zenobius, Bishop of Florence",14052500,5,25
2774,Zenonis,"Zeno, Martyr, Bishop of Verona",14041200,4,12
2432,"Zoerardi, Benedicti","Zoerard (Andrew) and Benedict, Martyrs",14071600,7,16
